designation,candidate,AURC,PR_AUC,AUROC,Brier,ECE
RETROSPECTIVE_LOCKED_BENCHMARK,R0_raw_confidence,0.23558816566154708,0.8200298726540889,0.8189334435717237,0.38455214942499905,0.3930142503976821
RETROSPECTIVE_LOCKED_BENCHMARK,R1_current_heuristic,0.2574231254295832,0.6995937264386645,0.7614716825134353,0.3475238128046682,0.34501425039768213
RETROSPECTIVE_LOCKED_BENCHMARK,R4_best_learned,0.33142580140460515,0.5753612639342836,0.6554361306324927,0.22881594776802333,0.09781999299982638
